  Max Value: 3.040534, Column: SRR16646330  Second Max Value: 1.986219, Column: SRR16646278
  Max Value: 6.851092, Column: SRR7403258  Second Max Value: 2.864850, Column: SRR19392618
  Max Value: 3.575032, Column: SRR17344570  Second Max Value: 3.357985, Column: SRR17344568
  Max Value: 2.573436, Column: SRR16355573  Second Max Value: 0.000000, Column: SRR10980024
  Max Value: 3.182026, Column: SRR19392622  Second Max Value: 2.890285, Column: SRR19392616
  Max Value: 1.485407, Column: SRR18100191  Second Max Value: 0.049356, Column: SRR16355572
  Max Value: 1.615321, Column: SRR17344569  Second Max Value: 0.959542, Column: SRR17344568
  Max Value: 2.240192, Column: SRR17344568  Second Max Value: 1.234013, Column: SRR17344570
  Max Value: 1.474984, Column: SRR23697776  Second Max Value: 1.341224, Column: SRR16646347
  Max Value: 8.985862, Column: SRR17344570  Second Max Value: 3.940082, Column: SRR17344568
  Max Value: 2.273858, Column: SRR17344570  Second Max Value: 1.660445, Column: SRR17344568
  Max Value: 1.532776, Column: SRR16646345  Second Max Value: 0.639702, Column: SRR5684850
  Max Value: 5.407169, Column: SRR16646354  Second Max Value: 3.172431, Column: SRR11365452
  Max Value: 4.104377, Column: SRR17344570  Second Max Value: 3.464291, Column: SRR17344568
  Max Value: 2.363428, Column: SRR17344568  Second Max Value: 2.001627, Column: SRR17344570
  Max Value: 1.758580, Column: SRR17344568  Second Max Value: 1.153684, Column: SRR17344570
  Max Value: 2.659681, Column: SRR17344570  Second Max Value: 0.721681, Column: SRR17344568
  Max Value: 9.317590, Column: SRR5684851  Second Max Value: 4.975655, Column: SRR5684850
  Max Value: 14.385786, Column: SRR17344570  Second Max Value: 12.591196, Column: SRR17344568
  Max Value: 3.500917, Column: SRR7403258  Second Max Value: 2.623235, Column: SRR15465977
  Max Value: 1.830385, Column: SRR15465977  Second Max Value: 1.461984, Column: SRR15465983
  Max Value: 1.641354, Column: SRR7755358  Second Max Value: 0.832374, Column: SRR7755411
  Max Value: 7.256989, Column: SRR16646294  Second Max Value: 6.191216, Column: SRR16646292
  Max Value: 1.500643, Column: SRR17344570  Second Max Value: 1.012145, Column: SRR17344568
  Max Value: 1.746458, Column: SRR17344570  Second Max Value: 0.811134, Column: SRR17344568
